Shop_ID,Shop_Name,Location,Date,Product_ID,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Cost_Price_Per_Unit,Total_Cost,Profit
S010,Shop_10,Mumbai,2025-05-16,P118,Flour,64,69,4416,69,4416,0
S005,Shop_5,Jaipur,2025-05-05,P110,Tea,40,14,560,16,640,-80
S004,Shop_4,Mumbai,2025-06-26,P103,Butter,149,27,4023,16,2384,1639
S017,Shop_17,Lucknow,2025-06-30,P110,Tea,92,68,6256,61,5612,644
S002,Shop_2,Pune,2025-01-27,P120,Snacks,62,83,5146,76,4712,434
S016,Shop_16,Bangalore,2025-06-16,P103,Butter,67,69,4623,70,4690,-67
S017,Shop_17,Bangalore,2025-06-15,P109,Sugar,26,13,338,6,156,182
S008,Shop_8,Kolkata,2025-04-09,P101,Milk,147,44,6468,38,5586,882
S019,Shop_19,Ahmedabad,2025-03-28,P113,Soap,132,25,3300,27,3564,-264
S004,Shop_4,Jaipur,2025-01-02,P120,Snacks,177,39,6903,40,7080,-177
S010,Shop_10,Delhi,2025-02-15,P109,Sugar,155,98,15190,100,15500,-310
S016,Shop_16,Pune,2025-05-29,P106,Juice,114,11,1254,-1,-114,1368
S001,Shop_1,Hyderabad,2025-02-21,P110,Tea,141,58,8178,61,8601,-423
S016,Shop_16,Chennai,2025-01-13,P112,Biscuits,81,13,1053,14,1134,-81
S010,Shop_10,Delhi,2025-05-04,P119,Detergent,55,97,5335,92,5060,275
S019,Shop_19,Chennai,2025-03-21,P112,Biscuits,56,75,4200,70,3920,280
S004,Shop_4,Jaipur,2025-04-06,P115,Toothpaste,128,42,5376,39,4992,384
S008,Shop_8,Bangalore,2025-06-07,P102,Bread,123,85,10455,75,9225,1230
S005,Shop_5,Mumbai,2025-01-21,P107,Rice,73,60,4380,48,3504,876
S018,Shop_18,Lucknow,2025-05-12,P118,Flour,80,13,1040,1,80,960
S015,Shop_15,Jaipur,2025-01-31,P111,Coffee,46,34,1564,31,1426,138
S020,Shop_20,Hyderabad,2025-04-24,P116,Salt,84,81,6804,82,6888,-84
S020,Shop_20,Bangalore,2025-01-02,P110,Tea,82,10,820,3,246,574
S013,Shop_13,Hyderabad,2025-06-10,P120,Snacks,138,14,1932,0,0,1932
S017,Shop_17,Kolkata,2025-02-23,P120,Snacks,76,59,4484,60,4560,-76
S020,Shop_20,Mumbai,2025-03-20,P112,Biscuits,156,89,13884,84,13104,780
S008,Shop_8,Mumbai,2025-06-24,P108,Oil,171,35,5985,27,4617,1368
S008,Shop_8,Delhi,2025-05-06,P102,Bread,118,97,11446,82,9676,1770
S003,Shop_3,Hyderabad,2025-06-06,P105,Eggs,140,50,7000,54,7560,-560
S008,Shop_8,Delhi,2025-05-06,P111,Coffee,93,72,6696,63,5859,837
S006,Shop_6,Ahmedabad,2025-05-04,P102,Bread,99,50,4950,48,4752,198
S006,Shop_6,Hyderabad,2025-03-26,P118,Flour,51,99,5049,90,4590,459
S010,Shop_10,Hyderabad,2025-03-17,P108,Oil,146,90,13140,92,13432,-292
S011,Shop_11,Lucknow,2025-06-18,P110,Tea,53,77,4081,65,3445,636
S006,Shop_6,Kolkata,2025-05-08,P118,Flour,39,81,3159,75,2925,234
S011,Shop_11,Hyderabad,2025-06-20,P109,Sugar,17,98,1666,96,1632,34
S010,Shop_10,Chennai,2025-03-01,P113,Soap,78,62,4836,66,5148,-312
S001,Shop_1,Delhi,2025-05-25,P112,Biscuits,43,12,516,14,602,-86
S013,Shop_13,Kolkata,2025-01-19,P111,Coffee,91,74,6734,68,6188,546
S014,Shop_14,Ahmedabad,2025-06-21,P119,Detergent,90,81,7290,86,7740,-450
S018,Shop_18,Bangalore,2025-05-25,P115,Toothpaste,162,85,13770,84,13608,162
S005,Shop_5,Kolkata,2025-05-07,P102,Bread,190,50,9500,50,9500,0
S009,Shop_9,Chennai,2025-06-08,P105,Eggs,15,21,315,19,285,30
S015,Shop_15,Lucknow,2025-03-22,P111,Coffee,60,64,3840,68,4080,-240
S020,Shop_20,Kolkata,2025-01-19,P104,Cheese,198,98,19404,83,16434,2970
S004,Shop_4,Kolkata,2025-03-17,P110,Tea,133,17,2261,21,2793,-532
S004,Shop_4,Hyderabad,2025-05-20,P103,Butter,158,62,9796,52,8216,1580
S001,Shop_1,Jaipur,2025-06-15,P114,Shampoo,191,98,18718,102,19482,-764
S020,Shop_20,Ahmedabad,2025-05-08,P109,Sugar,187,49,9163,46,8602,561
S012,Shop_12,Hyderabad,2025-03-27,P119,Detergent,94,80,7520,72,6768,752
S005,Shop_5,Bangalore,2025-01-13,P102,Bread,27,84,2268,75,2025,243
S016,Shop_16,Ahmedabad,2025-02-27,P107,Rice,146,39,5694,33,4818,876
S005,Shop_5,Mumbai,2025-01-08,P105,Eggs,179,65,11635,54,9666,1969
S002,Shop_2,Lucknow,2025-03-11,P107,Rice,16,92,1472,96,1536,-64
S008,Shop_8,Hyderabad,2025-05-12,P107,Rice,65,90,5850,95,6175,-325
S001,Shop_1,Hyderabad,2025-02-21,P117,Cereal,188,17,3196,21,3948,-752
S020,Shop_20,Ahmedabad,2025-04-17,P112,Biscuits,132,73,9636,78,10296,-660
S008,Shop_8,Mumbai,2025-06-23,P113,Soap,38,13,494,8,304,190
S005,Shop_5,Ahmedabad,2025-04-27,P110,Tea,143,62,8866,54,7722,1144
S010,Shop_10,Delhi,2025-01-29,P107,Rice,136,46,6256,45,6120,136
S007,Shop_7,Ahmedabad,2025-02-27,P107,Rice,158,94,14852,87,13746,1106
S007,Shop_7,Ahmedabad,2025-03-30,P117,Cereal,193,21,4053,10,1930,2123
S009,Shop_9,Jaipur,2025-02-07,P101,Milk,69,91,6279,80,5520,759
S020,Shop_20,Pune,2025-04-01,P117,Cereal,35,99,3465,89,3115,350
S016,Shop_16,Kolkata,2025-04-11,P109,Sugar,151,49,7399,43,6493,906
S010,Shop_10,Hyderabad,2025-01-30,P120,Snacks,78,80,6240,82,6396,-156
S018,Shop_18,Lucknow,2025-06-11,P106,Juice,91,73,6643,62,5642,1001
S009,Shop_9,Hyderabad,2025-03-23,P115,Toothpaste,146,94,13724,80,11680,2044
S003,Shop_3,Delhi,2025-03-17,P109,Sugar,63,53,3339,51,3213,126
S001,Shop_1,Pune,2025-05-27,P104,Cheese,178,24,4272,11,1958,2314
S016,Shop_16,Lucknow,2025-04-18,P112,Biscuits,180,39,7020,27,4860,2160
S020,Shop_20,Jaipur,2025-04-13,P110,Tea,63,66,4158,51,3213,945
S008,Shop_8,Pune,2025-03-16,P105,Eggs,69,64,4416,62,4278,138
S012,Shop_12,Lucknow,2025-05-30,P106,Juice,167,66,11022,65,10855,167
S014,Shop_14,Mumbai,2025-02-04,P109,Sugar,38,14,532,-1,-38,570
S020,Shop_20,Chennai,2025-04-04,P107,Rice,190,64,12160,65,12350,-190
S002,Shop_2,Mumbai,2025-04-27,P114,Shampoo,54,69,3726,60,3240,486
S012,Shop_12,Ahmedabad,2025-05-06,P106,Juice,48,38,1824,27,1296,528
S018,Shop_18,Pune,2025-02-25,P117,Cereal,171,93,15903,90,15390,513
S018,Shop_18,Kolkata,2025-04-26,P108,Oil,152,49,7448,51,7752,-304
S012,Shop_12,Pune,2025-05-26,P111,Coffee,73,93,6789,79,5767,1022
S002,Shop_2,Delhi,2025-05-25,P113,Soap,21,57,1197,52,1092,105
S005,Shop_5,Delhi,2025-05-19,P120,Snacks,26,36,936,39,1014,-78
S018,Shop_18,Chennai,2025-02-08,P105,Eggs,57,89,5073,78,4446,627
S019,Shop_19,Ahmedabad,2025-01-21,P113,Soap,71,13,923,1,71,852
S009,Shop_9,Pune,2025-04-18,P105,Eggs,98,30,2940,35,3430,-490
S004,Shop_4,Mumbai,2025-04-17,P114,Shampoo,60,72,4320,67,4020,300
S011,Shop_11,Jaipur,2025-02-03,P109,Sugar,24,97,2328,86,2064,264
S007,Shop_7,Bangalore,2025-06-13,P117,Cereal,95,67,6365,71,6745,-380
S006,Shop_6,Mumbai,2025-02-22,P105,Eggs,157,27,4239,22,3454,785
S014,Shop_14,Pune,2025-04-21,P118,Flour,170,18,3060,6,1020,2040
S003,Shop_3,Jaipur,2025-05-02,P108,Oil,89,50,4450,52,4628,-178
S018,Shop_18,Hyderabad,2025-04-10,P114,Shampoo,145,98,14210,97,14065,145
S005,Shop_5,Delhi,2025-01-16,P106,Juice,52,95,4940,84,4368,572
S011,Shop_11,Mumbai,2025-01-02,P112,Biscuits,33,62,2046,67,2211,-165
S020,Shop_20,Mumbai,2025-02-11,P101,Milk,63,70,4410,61,3843,567
S009,Shop_9,Ahmedabad,2025-03-08,P102,Bread,41,44,1804,49,2009,-205
S016,Shop_16,Bangalore,2025-06-16,P119,Detergent,74,23,1702,12,888,814
S009,Shop_9,Mumbai,2025-04-27,P113,Soap,104,71,7384,63,6552,832
S005,Shop_5,Pune,2025-06-27,P102,Bread,106,59,6254,48,5088,1166
S015,Shop_15,Delhi,2025-04-14,P103,Butter,125,14,1750,10,1250,500
S006,Shop_6,Mumbai,2025-06-02,P117,Cereal,159,38,6042,37,5883,159
S002,Shop_2,Lucknow,2025-01-21,P108,Oil,124,100,12400,88,10912,1488
S020,Shop_20,Delhi,2025-05-03,P120,Snacks,112,54,6048,42,4704,1344
S006,Shop_6,Mumbai,2025-05-13,P119,Detergent,129,81,10449,68,8772,1677
S017,Shop_17,Delhi,2025-03-10,P116,Salt,155,70,10850,75,11625,-775
S019,Shop_19,Mumbai,2025-04-11,P112,Biscuits,101,11,1111,-3,-303,1414
S015,Shop_15,Hyderabad,2025-05-27,P109,Sugar,121,49,5929,44,5324,605
S001,Shop_1,Chennai,2025-01-12,P111,Coffee,12,66,792,54,648,144
S018,Shop_18,Pune,2025-03-29,P115,Toothpaste,129,35,4515,36,4644,-129
S006,Shop_6,Jaipur,2025-06-04,P104,Cheese,175,82,14350,75,13125,1225
S014,Shop_14,Chennai,2025-04-01,P119,Detergent,52,25,1300,29,1508,-208
S005,Shop_5,Lucknow,2025-04-30,P119,Detergent,179,43,7697,28,5012,2685
S007,Shop_7,Ahmedabad,2025-02-16,P117,Cereal,194,27,5238,32,6208,-970
S017,Shop_17,Chennai,2025-06-21,P120,Snacks,171,15,2565,8,1368,1197
S020,Shop_20,Ahmedabad,2025-04-08,P108,Oil,15,55,825,45,675,150
S010,Shop_10,Ahmedabad,2025-01-19,P106,Juice,154,59,9086,59,9086,0
S007,Shop_7,Ahmedabad,2025-01-31,P108,Oil,145,28,4060,16,2320,1740
S003,Shop_3,Jaipur,2025-05-11,P116,Salt,82,33,2706,28,2296,410
S015,Shop_15,Bangalore,2025-01-09,P101,Milk,67,84,5628,70,4690,938
S006,Shop_6,Hyderabad,2025-06-20,P109,Sugar,181,29,5249,18,3258,1991
S005,Shop_5,Pune,2025-04-16,P117,Cereal,43,78,3354,65,2795,559
S016,Shop_16,Jaipur,2025-05-09,P103,Butter,163,87,14181,89,14507,-326
S013,Shop_13,Pune,2025-03-11,P104,Cheese,158,11,1738,12,1896,-158
S012,Shop_12,Hyderabad,2025-02-27,P110,Tea,70,95,6650,80,5600,1050
S001,Shop_1,Chennai,2025-02-20,P104,Cheese,15,97,1455,91,1365,90
S002,Shop_2,Kolkata,2025-05-21,P112,Biscuits,15,93,1395,95,1425,-30
S019,Shop_19,Jaipur,2025-01-11,P102,Bread,163,71,11573,71,11573,0
S014,Shop_14,Delhi,2025-02-08,P108,Oil,45,15,675,2,90,585
S019,Shop_19,Delhi,2025-05-27,P107,Rice,20,71,1420,63,1260,160
S004,Shop_4,Mumbai,2025-01-19,P103,Butter,191,37,7067,38,7258,-191
S013,Shop_13,Pune,2025-01-31,P104,Cheese,32,98,3136,88,2816,320
S020,Shop_20,Ahmedabad,2025-05-27,P106,Juice,196,26,5096,11,2156,2940
S006,Shop_6,Lucknow,2025-01-26,P112,Biscuits,83,16,1328,18,1494,-166
S020,Shop_20,Kolkata,2025-01-13,P102,Bread,89,16,1424,7,623,801
S004,Shop_4,Pune,2025-05-09,P106,Juice,82,38,3116,41,3362,-246
S017,Shop_17,Jaipur,2025-05-05,P119,Detergent,47,14,658,6,282,376
S011,Shop_11,Jaipur,2025-05-15,P118,Flour,74,91,6734,86,6364,370
S008,Shop_8,Jaipur,2025-01-15,P102,Bread,178,97,17266,83,14774,2492
S018,Shop_18,Chennai,2025-05-22,P111,Coffee,38,88,3344,83,3154,190
S011,Shop_11,Chennai,2025-02-02,P116,Salt,180,94,16920,98,17640,-720
S007,Shop_7,Hyderabad,2025-02-22,P115,Toothpaste,102,21,2142,20,2040,102
S004,Shop_4,Delhi,2025-04-23,P108,Oil,121,15,1815,19,2299,-484
S002,Shop_2,Delhi,2025-01-28,P110,Tea,200,33,6600,37,7400,-800
S015,Shop_15,Ahmedabad,2025-01-18,P109,Sugar,70,25,1750,21,1470,280
S015,Shop_15,Pune,2025-02-22,P118,Flour,125,12,1500,13,1625,-125
S002,Shop_2,Pune,2025-06-03,P116,Salt,156,59,9204,63,9828,-624
S012,Shop_12,Chennai,2025-02-06,P115,Toothpaste,39,39,1521,30,1170,351
S008,Shop_8,Bangalore,2025-06-06,P114,Shampoo,38,95,3610,100,3800,-190
S014,Shop_14,Lucknow,2025-06-13,P111,Coffee,145,83,12035,88,12760,-725
S008,Shop_8,Ahmedabad,2025-01-18,P105,Eggs,109,17,1853,12,1308,545
S006,Shop_6,Delhi,2025-01-23,P105,Eggs,149,83,12367,79,11771,596
S018,Shop_18,Kolkata,2025-05-07,P102,Bread,52,97,5044,92,4784,260
S002,Shop_2,Ahmedabad,2025-06-27,P113,Soap,124,89,11036,85,10540,496
S011,Shop_11,Hyderabad,2025-02-17,P120,Snacks,14,40,560,33,462,98
S008,Shop_8,Delhi,2025-06-20,P113,Soap,21,60,1260,47,987,273
S010,Shop_10,Pune,2025-06-18,P104,Cheese,16,77,1232,62,992,240
S020,Shop_20,Delhi,2025-06-20,P115,Toothpaste,119,55,6545,46,5474,1071
S014,Shop_14,Chennai,2025-01-25,P120,Snacks,25,36,900,22,550,350
S012,Shop_12,Delhi,2025-01-04,P102,Bread,24,90,2160,94,2256,-96
S014,Shop_14,Jaipur,2025-03-11,P106,Juice,123,41,5043,40,4920,123
S004,Shop_4,Ahmedabad,2025-03-11,P102,Bread,49,41,2009,38,1862,147
S001,Shop_1,Lucknow,2025-01-12,P102,Bread,28,24,672,9,252,420
S020,Shop_20,Bangalore,2025-04-10,P105,Eggs,189,29,5481,30,5670,-189
S009,Shop_9,Pune,2025-03-07,P116,Salt,138,29,4002,22,3036,966
S016,Shop_16,Pune,2025-06-17,P116,Salt,10,60,600,59,590,10
S014,Shop_14,Ahmedabad,2025-01-19,P104,Cheese,96,73,7008,74,7104,-96
S007,Shop_7,Jaipur,2025-06-12,P110,Tea,102,73,7446,74,7548,-102
S005,Shop_5,Delhi,2025-01-13,P114,Shampoo,13,46,598,47,611,-13
S003,Shop_3,Delhi,2025-03-18,P110,Tea,145,13,1885,17,2465,-580
S014,Shop_14,Mumbai,2025-03-16,P103,Butter,159,82,13038,75,11925,1113
S010,Shop_10,Mumbai,2025-05-14,P108,Oil,39,65,2535,69,2691,-156
S001,Shop_1,Mumbai,2025-03-01,P108,Oil,189,32,6048,30,5670,378
S002,Shop_2,Kolkata,2025-03-03,P116,Salt,163,49,7987,35,5705,2282
S009,Shop_9,Pune,2025-04-15,P114,Shampoo,86,60,5160,49,4214,946
S017,Shop_17,Ahmedabad,2025-03-04,P104,Cheese,23,20,460,14,322,138
S002,Shop_2,Kolkata,2025-06-27,P105,Eggs,90,93,8370,93,8370,0
S005,Shop_5,Bangalore,2025-01-01,P119,Detergent,11,70,770,64,704,66
S009,Shop_9,Ahmedabad,2025-02-18,P105,Eggs,198,56,11088,42,8316,2772
S007,Shop_7,Hyderabad,2025-01-18,P102,Bread,185,73,13505,59,10915,2590
S009,Shop_9,Bangalore,2025-02-05,P102,Bread,174,51,8874,41,7134,1740
S008,Shop_8,Hyderabad,2025-02-26,P105,Eggs,17,48,816,43,731,85
S013,Shop_13,Hyderabad,2025-05-19,P101,Milk,97,85,8245,71,6887,1358
S001,Shop_1,Delhi,2025-05-11,P117,Cereal,83,73,6059,69,5727,332
S017,Shop_17,Ahmedabad,2025-02-19,P108,Oil,84,60,5040,64,5376,-336
S020,Shop_20,Delhi,2025-03-09,P109,Sugar,70,82,5740,80,5600,140
S001,Shop_1,Mumbai,2025-02-17,P101,Milk,48,19,912,14,672,240
S009,Shop_9,Lucknow,2025-03-21,P103,Butter,119,80,9520,67,7973,1547
S019,Shop_19,Bangalore,2025-05-05,P106,Juice,196,43,8428,44,8624,-196
S004,Shop_4,Mumbai,2025-05-02,P120,Snacks,44,67,2948,64,2816,132
S015,Shop_15,Hyderabad,2025-02-08,P107,Rice,160,29,4640,22,3520,1120
S003,Shop_3,Kolkata,2025-06-08,P115,Toothpaste,21,17,357,22,462,-105
S018,Shop_18,Mumbai,2025-06-03,P106,Juice,77,74,5698,65,5005,693
S006,Shop_6,Hyderabad,2025-01-19,P108,Oil,174,81,14094,66,11484,2610
S008,Shop_8,Mumbai,2025-04-12,P118,Flour,98,73,7154,72,7056,98
S010,Shop_10,Jaipur,2025-06-11,P117,Cereal,186,48,8928,39,7254,1674
S005,Shop_5,Bangalore,2025-01-25,P109,Sugar,91,50,4550,48,4368,182
S013,Shop_13,Ahmedabad,2025-02-03,P117,Cereal,177,49,8673,45,7965,708
S009,Shop_9,Chennai,2025-02-24,P104,Cheese,129,90,11610,91,11739,-129
S009,Shop_9,Pune,2025-03-15,P105,Eggs,75,29,2175,34,2550,-375
S001,Shop_1,Pune,2025-03-10,P114,Shampoo,112,21,2352,7,784,1568
S001,Shop_1,Lucknow,2025-02-25,P116,Salt,84,55,4620,54,4536,84
S016,Shop_16,Jaipur,2025-01-09,P120,Snacks,52,22,1144,25,1300,-156
S014,Shop_14,Ahmedabad,2025-03-14,P113,Soap,137,88,12056,73,10001,2055
S005,Shop_5,Hyderabad,2025-03-13,P110,Tea,35,34,1190,22,770,420
S008,Shop_8,Pune,2025-05-04,P108,Oil,15,83,1245,85,1275,-30
S009,Shop_9,Ahmedabad,2025-04-01,P104,Cheese,94,41,3854,28,2632,1222
S016,Shop_16,Chennai,2025-03-05,P105,Eggs,184,10,1840,1,184,1656
S020,Shop_20,Delhi,2025-02-24,P118,Flour,145,87,12615,82,11890,725
S010,Shop_10,Kolkata,2025-03-19,P102,Bread,164,41,6724,43,7052,-328
S008,Shop_8,Delhi,2025-02-02,P108,Oil,171,98,16758,86,14706,2052
S003,Shop_3,Ahmedabad,2025-03-01,P103,Butter,31,12,372,4,124,248
S002,Shop_2,Mumbai,2025-03-10,P110,Tea,138,97,13386,96,13248,138
S002,Shop_2,Hyderabad,2025-05-12,P108,Oil,120,74,8880,67,8040,840
S002,Shop_2,Jaipur,2025-04-18,P118,Flour,62,12,744,15,930,-186
S005,Shop_5,Delhi,2025-03-16,P108,Oil,161,21,3381,11,1771,1610
S019,Shop_19,Delhi,2025-03-02,P120,Snacks,108,90,9720,75,8100,1620
S005,Shop_5,Hyderabad,2025-05-27,P114,Shampoo,21,67,1407,64,1344,63
S014,Shop_14,Pune,2025-01-17,P101,Milk,134,43,5762,43,5762,0
S020,Shop_20,Hyderabad,2025-02-21,P106,Juice,44,79,3476,66,2904,572
S020,Shop_20,Lucknow,2025-04-02,P101,Milk,17,90,1530,84,1428,102
S008,Shop_8,Hyderabad,2025-04-15,P106,Juice,198,75,14850,72,14256,594
S003,Shop_3,Jaipur,2025-03-14,P113,Soap,57,20,1140,21,1197,-57
S015,Shop_15,Pune,2025-02-20,P104,Cheese,142,81,11502,70,9940,1562
S009,Shop_9,Ahmedabad,2025-04-21,P109,Sugar,156,83,12948,83,12948,0
S007,Shop_7,Bangalore,2025-05-02,P101,Milk,179,98,17542,91,16289,1253
S001,Shop_1,Jaipur,2025-05-22,P102,Bread,126,80,10080,72,9072,1008
S007,Shop_7,Kolkata,2025-04-27,P110,Tea,82,23,1886,24,1968,-82
S005,Shop_5,Lucknow,2025-01-22,P114,Shampoo,114,67,7638,67,7638,0
S018,Shop_18,Lucknow,2025-02-26,P118,Flour,182,84,15288,70,12740,2548
S019,Shop_19,Chennai,2025-04-23,P120,Snacks,39,89,3471,82,3198,273
S001,Shop_1,Chennai,2025-05-14,P116,Salt,88,64,5632,68,5984,-352
S015,Shop_15,Delhi,2025-04-20,P110,Tea,112,70,7840,65,7280,560
S010,Shop_10,Kolkata,2025-05-05,P104,Cheese,198,96,19008,99,19602,-594
S004,Shop_4,Hyderabad,2025-01-02,P109,Sugar,158,14,2212,13,2054,158
S003,Shop_3,Mumbai,2025-04-19,P116,Salt,29,41,1189,27,783,406
S009,Shop_9,Mumbai,2025-03-02,P111,Coffee,29,10,290,-4,-116,406
S002,Shop_2,Bangalore,2025-04-09,P119,Detergent,62,100,6200,104,6448,-248
S013,Shop_13,Kolkata,2025-04-06,P106,Juice,134,40,5360,41,5494,-134
S002,Shop_2,Chennai,2025-02-21,P107,Rice,19,99,1881,91,1729,152
S014,Shop_14,Jaipur,2025-04-08,P101,Milk,180,36,6480,29,5220,1260
S019,Shop_19,Jaipur,2025-02-14,P108,Oil,30,49,1470,42,1260,210
S019,Shop_19,Pune,2025-03-11,P120,Snacks,79,90,7110,87,6873,237
S018,Shop_18,Kolkata,2025-05-14,P117,Cereal,122,85,10370,72,8784,1586
S007,Shop_7,Bangalore,2025-05-14,P119,Detergent,70,92,6440,78,5460,980
S001,Shop_1,Mumbai,2025-03-08,P112,Biscuits,191,54,10314,50,9550,764
S013,Shop_13,Chennai,2025-06-26,P113,Soap,127,58,7366,46,5842,1524
S015,Shop_15,Jaipur,2025-04-18,P107,Rice,118,61,7198,61,7198,0
S008,Shop_8,Lucknow,2025-04-12,P115,Toothpaste,134,58,7772,45,6030,1742
S007,Shop_7,Chennai,2025-02-24,P109,Sugar,115,90,10350,84,9660,690
S012,Shop_12,Chennai,2025-06-17,P106,Juice,112,23,2576,21,2352,224
S009,Shop_9,Pune,2025-04-09,P117,Cereal,17,32,544,34,578,-34
S013,Shop_13,Mumbai,2025-03-12,P108,Oil,118,63,7434,68,8024,-590
S006,Shop_6,Kolkata,2025-06-05,P104,Cheese,174,82,14268,74,12876,1392
S011,Shop_11,Ahmedabad,2025-02-09,P114,Shampoo,168,21,3528,22,3696,-168
S011,Shop_11,Chennai,2025-02-23,P114,Shampoo,199,22,4378,10,1990,2388
S011,Shop_11,Bangalore,2025-06-24,P112,Biscuits,16,19,304,19,304,0
S004,Shop_4,Jaipur,2025-04-18,P103,Butter,167,70,11690,64,10688,1002
S020,Shop_20,Jaipur,2025-05-18,P105,Eggs,170,82,13940,71,12070,1870
S015,Shop_15,Bangalore,2025-03-31,P103,Butter,160,14,2240,8,1280,960
S007,Shop_7,Jaipur,2025-05-17,P108,Oil,154,37,5698,36,5544,154
S003,Shop_3,Lucknow,2025-06-02,P114,Shampoo,140,17,2380,12,1680,700
S010,Shop_10,Lucknow,2025-06-14,P113,Soap,151,94,14194,84,12684,1510
S018,Shop_18,Hyderabad,2025-03-24,P102,Bread,182,79,14378,64,11648,2730
S018,Shop_18,Hyderabad,2025-01-15,P119,Detergent,146,14,2044,11,1606,438
S020,Shop_20,Lucknow,2025-06-25,P113,Soap,105,90,9450,87,9135,315
S019,Shop_19,Lucknow,2025-01-10,P110,Tea,132,24,3168,17,2244,924
S001,Shop_1,Delhi,2025-05-18,P104,Cheese,33,23,759,24,792,-33
S011,Shop_11,Delhi,2025-02-20,P114,Shampoo,27,44,1188,34,918,270
S016,Shop_16,Mumbai,2025-04-15,P120,Snacks,184,34,6256,30,5520,736
S011,Shop_11,Lucknow,2025-05-05,P119,Detergent,189,29,5481,33,6237,-756
S006,Shop_6,Jaipur,2025-06-06,P106,Juice,30,66,1980,55,1650,330
S020,Shop_20,Bangalore,2025-04-25,P105,Eggs,44,76,3344,64,2816,528
S003,Shop_3,Delhi,2025-05-03,P110,Tea,65,24,1560,18,1170,390
S013,Shop_13,Hyderabad,2025-04-20,P101,Milk,85,25,2125,17,1445,680
S019,Shop_19,Delhi,2025-01-05,P113,Soap,169,39,6591,36,6084,507
S001,Shop_1,Lucknow,2025-03-15,P102,Bread,86,67,5762,67,5762,0
S008,Shop_8,Kolkata,2025-05-06,P101,Milk,70,51,3570,49,3430,140
S020,Shop_20,Mumbai,2025-02-11,P103,Butter,52,26,1352,24,1248,104
S017,Shop_17,Pune,2025-04-06,P104,Cheese,149,56,8344,51,7599,745
S005,Shop_5,Chennai,2025-01-18,P112,Biscuits,78,67,5226,52,4056,1170
S020,Shop_20,Jaipur,2025-05-30,P117,Cereal,120,89,10680,90,10800,-120
S005,Shop_5,Jaipur,2025-03-18,P106,Juice,171,42,7182,37,6327,855
S002,Shop_2,Delhi,2025-01-12,P107,Rice,155,30,4650,22,3410,1240
S019,Shop_19,Chennai,2025-01-20,P111,Coffee,40,61,2440,53,2120,320
S006,Shop_6,Ahmedabad,2025-06-24,P103,Butter,62,32,1984,36,2232,-248
S020,Shop_20,Pune,2025-06-20,P109,Sugar,170,98,16660,83,14110,2550
S017,Shop_17,Mumbai,2025-02-09,P105,Eggs,62,89,5518,78,4836,682
S005,Shop_5,Ahmedabad,2025-04-13,P108,Oil,78,79,6162,75,5850,312
S011,Shop_11,Jaipur,2025-02-08,P112,Biscuits,55,29,1595,25,1375,220
S016,Shop_16,Lucknow,2025-03-17,P115,Toothpaste,125,18,2250,16,2000,250
S020,Shop_20,Kolkata,2025-01-16,P101,Milk,35,95,3325,90,3150,175
S007,Shop_7,Hyderabad,2025-04-20,P112,Biscuits,77,23,1771,14,1078,693
S005,Shop_5,Delhi,2025-01-29,P110,Tea,141,88,12408,74,10434,1974
S004,Shop_4,Mumbai,2025-03-16,P115,Toothpaste,85,88,7480,80,6800,680
S016,Shop_16,Chennai,2025-03-04,P106,Juice,100,78,7800,72,7200,600
S012,Shop_12,Jaipur,2025-02-23,P101,Milk,86,55,4730,41,3526,1204
S002,Shop_2,Lucknow,2025-05-30,P106,Juice,153,41,6273,46,7038,-765
S012,Shop_12,Kolkata,2025-06-23,P119,Detergent,12,88,1056,84,1008,48
S011,Shop_11,Mumbai,2025-03-27,P106,Juice,48,69,3312,71,3408,-96
S003,Shop_3,Bangalore,2025-05-25,P105,Eggs,38,25,950,16,608,342
S013,Shop_13,Delhi,2025-02-20,P105,Eggs,79,81,6399,76,6004,395
S016,Shop_16,Delhi,2025-05-11,P102,Bread,83,97,8051,86,7138,913
S004,Shop_4,Hyderabad,2025-03-31,P108,Oil,157,70,10990,57,8949,2041
S015,Shop_15,Pune,2025-02-11,P102,Bread,181,45,8145,37,6697,1448
S018,Shop_18,Chennai,2025-05-25,P102,Bread,75,68,5100,57,4275,825
S006,Shop_6,Bangalore,2025-01-29,P117,Cereal,130,75,9750,77,10010,-260
S017,Shop_17,Jaipur,2025-03-15,P101,Milk,155,27,4185,31,4805,-620
S016,Shop_16,Ahmedabad,2025-05-29,P119,Detergent,100,36,3600,30,3000,600
S011,Shop_11,Delhi,2025-04-24,P117,Cereal,81,100,8100,98,7938,162
S003,Shop_3,Mumbai,2025-04-23,P117,Cereal,154,15,2310,4,616,1694
S001,Shop_1,Ahmedabad,2025-02-23,P109,Sugar,151,19,2869,15,2265,604
S002,Shop_2,Pune,2025-06-21,P112,Biscuits,40,20,800,16,640,160
S004,Shop_4,Lucknow,2025-06-24,P117,Cereal,93,56,5208,59,5487,-279
S005,Shop_5,Delhi,2025-01-10,P107,Rice,170,24,4080,25,4250,-170
S014,Shop_14,Lucknow,2025-04-09,P116,Salt,32,24,768,29,928,-160
S006,Shop_6,Jaipur,2025-02-24,P117,Cereal,166,51,8466,45,7470,996
